V080001,V085120,V085120a,V085121,V085121a,V085122,V085122a,V085123,V085123a
810, Speaker of the House ,5, Vice President ,5, Don't know.//I really don't know.// ,1, Don't know.//I really don't know//Chief of Staff at the White House - really don't know - just guessing.// ,1
811,,-2,,-2,,-2,,-2
812, speaker of the house ,5, vice president ,5, dont know ,5, dont know/ ,5
813, dont know ,5, vice president ,5, dont know ,5, dont know ,5
814, I have no idea./She's a woman./I don't know.// ,1, I don't know./I don't know.// ,1, I have no idea and no guess!// ,1, I have no idea and no guess!// ,1
815, DDONT KNOW HER //NEVER HEARD OF HER//NO// ,1, VICE PRESENDENT// ,5, NOT NO//NEVER HEARD OF HIM// ,1, SENATE i THINK// ,5
816, Democratic house of representives// voted againt impeaching Bush// I dont like her// ,1, Congress// dont trust him/ ,1, dont know who he is// ,1, dont know him// ,5
817,,-2,,-2,,-2,,-2
818, I don't know/congresswoman spokeswoman.// ,1, Vice President.// ,5, Don't know.//No best guess.// ,1, I have no idea./No guess.// ,1
819, dont know/ ,5, vice president/ ,5, dont know/ ,5, dont know/ ,5
820,,-2,,-2,,-2,,-2
821, specker of the house ,5, vice presdent ,5, dont rember ,5, supreme court justice ,5
822, Don't know./Circuit court judge.// ,1, Vice President of the United States.// ,5, Secretary of the Treasury./ ,5, Don't know./No guess.// ,1
823, dont know never heard of her/ ,1, dont know maybe tresury/ ,1, no/ ,5, dont know/ no/ ,5
824,,-2,,-2,,-2,,-2
825, US representative ,1, house of representatives ,1, //US senate ,1, house of representatvie ,1
826, //don't know//no ,1, vice president ,1, //don't know//no ,1, //don't know//no ,1
827, immigration ,5, vice president ,5, //i couldn't tell you//ok ,1, //don't know//US Senate ,1
828, speaker of the house ,5, vice president ,1, prime minister of UK ,1, chief justice of sumpreme court ,1
829, speaker of the house ,5, us senator ,5, //don't know ,1, //congress ,1
830, speaker of the house ,5, vice president ,5, //don't know//don't know ,1, //don't know ,1
831, //don't know ,1, vice president ,5, //don't know ,1, //don't know ,1
832, //don't know ,1, vice president ,5, //don't know ,1, //don't know ,1
833, //DON'T KNOW// ,1, //DON'T KNOW// ,1, //DON'T KNOW// ,1, //DON'T KNOW// ,1
834, //don't know//don't know ,1, //don't know//don't know ,1, //don't know ,1, //don't know ,1
835, //don't know//ok ,1, //don't know//don't know ,1, //never heard of him//ok ,1, //nwvwe heard of him//ok ,1
836, secretary of state ,1, military official ,1, house speaker ,1, senator ,1
837, //dont' know// ,1, //don't know//not sure ,1, //don't know// ,1, //don't know// ,1
838, //congress ,1, senator ,5, //don't know ,1, //don't know ,1
839, //don't know// ,1, //don't know// ,1, //don't know// ,1, //don't know// ,1
840, //don't know ,1, vice president ,1, //don't know ,1, //don't know ,1
841,,-2,,-2,,-2,,-2
842, speaker of the house ,5, vice president ,5, //no ideal ,1, chief justice ,5
843, //don't know who she is ,1, //don't know//not sure ,1, //don't know the name ,1, //don't know the name ,1
844, //don't know//don't know ,1, vice president ,1, // don't know// don't know ,1, //don't know//don't know ,1
845, speaker of the house ,5, vice president ,5, //don't know ,1, sumpreme court justice ,5
846, secretary of state ,5, vice president ,5, //don't know// ok ,1, senator ,5
847, Don't know./No best guess.// ,1, Don't know./Vice President.// ,1, Don't know./Chamber of Commerce.// ,1, Don't know./Congress.// ,1
848, House of Representatives//No// ,1, Congress//House of Representatives//I don't know// ,1, Treasury// ,1, Congress// ,1
849, //don't know// ,1, don't know// ,1, //never heard of him ,1, //never heard of him ,1
850, she was with john mccain as a speaker ,1, republican ,1, state represenative ,5, republican ,5
851, donr know much about her ,1, vice president ,5, dont know could be in senate ,1,  i have heard of him is he in the house ,1
852, i believen  she is the one that ran for vice president the governor of alaska ,5, vice president ,5, probably a repesantive no idea ,1, i dont know i dont have any idea ,1
853, senator ,5, vice president ,5, represenative ,1, senator ,5
854, he just doesnt know ,1, dont know know  ,1, 1 he doesnt know any of these people ,1,  he just doesnt know ,1
855, governor of alaska ,5, vice president ,5,       shhe doesnt know ,5, dont know probably congres ,1
856,,-2,,-2,,-2,,-2
857, dont know dont pay mch attention ,1, vice president ,5, dont know what offices are ,1, dont know dont even know what different offices we are talking about ,1
858, senator ,1, vice president ,5, congressman dont really know ,1, house of represenatives i guess ,5
859, SENATOR//NOT INTO POLITICS//DON'T KNOW ,1, SENATOR//DON'T KNOW ,5, SENATOR//NEVER HEARD OF HIM//DON'T KNOW ,1, SENATOR//DON'T HAVE A CLUE// ,1
860,,-2,,-2,,-2,,-2
861, dont know dont watch news  justice ,1, vice president ,5, dont know dont even have a guess ,1, isnt he a senator ,5
862, not sure  ,1, advisor to president ,5, doesnt even ring a bell ,1, dont regonize the name ,1
863, doesnt ring a bell i will pass ,1, vice presicent ,5, judge ,5, senator ,5
864,     g ,5, vice president ,5, prime primenistor ,1, chief justice of the u.s. . ,5
865, SPEAKER OF THE HOUSE (BIG MOUTH) ,5, VICE-PRESIDENT ,5, JUDGE BUT SHE REALLY DOESN'T KNOW//NO ,1, SUPREME COURT JUDGE//NO ,1
866, HOUSE SPEAKER ,5, VICE-PRESIDENT ,5, MEMBER OF THE HOUSE OF REPRESENTATIVES ,1, HOUSE OF REPRESENTATIVES ,5
867, SECRETARY OF STATE ,1, VICE-PRESIDENT ,5, SENATE ,5, SENATE//I DON'T REALLY KNOW// ,1
868, SPEAKER OF THE HOUSE ,5, VICE-PRESIDENT ,5, SUPREME COURT JUSTICE ,1, SENATOR ,1
869, REPRESENTATIVE OF CALIFORNIA//NO ,1, VICE-PRESIDENT ,5, GOVERNOR OF FLORIDA//I HAVE NO IDEA//NO ,1, GOVERNOR OF FLORIDA//I HAVE NO IDEA//NO ,1
870, HEAD OF THE SENATE ,1, VICE-PRESIDENT ,5, TREASURER ,1, MILITARY ,1
871, SPEAKER OF THE HOUSE ,5, VICE-PRESIDENT ,5, PRIME MINISTER OF GREAT BRITAIN ,1, SENATOR ,1
872, CONGRESSLADY//NO ,1, VICE-PRESIDENT ,5, I THINK HE IS A SENATOR ,5, SENATOR//JUST A GUESS//NO ,1
873, TREASURER//BUT DON'T REALLY KNOW//NO ,1, VICE-PRESIDENT ,5, DEFENSE SECRETARY ,5, SENATE ,5
874," SENATOR//DON'T REALLY KNOW, IT IS A GUESS.//NO ",1," CONGRESSMAN//BUT I DON'T REALLY KNOW, IT IS A GUESS//NO ",1," HOUSE OF REPRESENTATIVE//BUT DON'T REALLY KNOW, JUST A GUESS//NO ",1, SENATOR ,5
875,,-2,,-2,,-2,,-2
876, SPEAKER OF THE HOUSE OF REPRESENTATIVE//THE FIRST WOMAN SPEAKER ,5, VICE-PRESIDENT ,5," HE IS IN PRESIDENT'S CABINET AS A SECRETARY OF SOMETHING, PROBABLY EDUCATION. ",1, CHIEF JUSTICE OF THE SUPREME COURT ,5
877, SENATE ,1, VICE-PRESIDENT ,5, CONGRESSMAN//BUT DON'T HAVE ANY IDEA//NO ,1, SENATOR//BUT DON'T REALLY KNOW//NO ,1
878,,-2,,-2,,-2,,-2
879, //don't know//best quess//works in some building ,1, dont know// I sure dont know ,1," don't know// best quess//I quess he is doing some street matter, I do not know ",1, I never heard anybody ever say//no quess ,1
880, //secretary//of what//dont' know ,1, // dont' know right now I cannot call the word ,1, //no quess// ,1, //best quess//no ,1
881, do not know//best guess//dont know ,1, vp ,5, donot know//best guess/ dontknow ,1, dont know ,5
882, speaker of the house ,5, vp ,5, //sec of treasury or something like that ,1, //foriegn minister ,1
883, //senate or governor ,1, vp ,5, //senate or governor ,1, house of rep ,5
884, speaker of the house ,5, vice-president ,5, donot know//don't know ,1, don't know//best guess//don't know ,1
885, donot know//quess//no  ,1, donot know //quess/no ,1, donot know//no ,1, do not know//guess// ,1
886,,-2,,-2,,-2,,-2
887, speaker of the house ,5, vice president ,5, donot know//best guess//do not know ,1, donot know//best guess//donot know ,1
888, house speaker ,5, vice president ,5, //do not know//primister of a country ,1, one of the supreme court justices ,5
889, //she works in congress//no ,1," he is in the white house, he is over the us service//he is a good person, because his name is in the news// ",1, no idea//no quess// no ,1, he is in hte senate//I do not know what job he holds// I hear good things about him//no   ,1
890, I have forgotten//don't know ,1, vice president ,5, donot know ,5, donot know ,5
891, donot know//best guess//donot know ,1, donot know//best quess// do not know ,1, dont know//best guess//donot know ,1, donot know//best guess//donot know ,1
892, speaker of the house ,5, vp ,5, don't know//just don't know ,1," don't know,//don't know ",1
893, donot know//best guess/donot know ,1, donot know//best guess/ do not know ,1, donot know//best guess//donot know ,1, donot know//best guess/ do not know ,1
894, governor of canada or new mexico ,5,  no idea//best guess//gov of az ,5, never heard of that//best guess//ms ,5, ,5
895, dont's know// she is a senator ,1, vp    ,5, don't know//no quess ,5, dont know// don't know ,1
896, don't know//school system ,1, don't know//president assistant ,1, don't know//governor ,1, don't know//I really dont know ,1
897, donot remember//best guess/no ,1," secretary, not sure ",5, donot know//best guess//the military man ,5, donot know//best guess//do not know ,1
898, do not know ,5, do not know ,5, do not know ,5, do not know ,5
899,,-2,,-2,,-2,,-2
900, //best guess// I do not know ,1, vice president ,5, donot know//best guess// sec of state ,1, donot know//no best guess ,1
901, donot know//maybe a governor// do not know ,1, donot know// brain is locked// do not know ,1, donot know ,5, donot know ,5
902, never heard of her//best guess//donot know ,1, representative ,5, never heard of him//best guess//donot know ,1, never heard of him//best guess//donot know ,1
903, //in the whitehouse ,1, //something in the whitehouse ,1, dont' know// in the whitehouse ,1, don't know// in whitehouse ,1
904, //I donot know// ,1, vp ,5, //I do not know ,1, //dont know ,1
905, //senate ,1, //house of rep ,1, //senator ,1, //house of rep ,1
906, governor ,5, vice president of the us ,5, donot know//best guess//donot know ,1, donot know//best guess//do not know ,1
907, donot know//best guess//donot know ,1, vice president   ,5, donot know//best guess/do not know ,1, donot know//best guess//donot know ,1
908, donot know//best guess/donot know ,1, senator or governor? ,5, donot know the name//best guess//a senator ,1, donot know//some part of the house of rept ,5
909,,-2,,-2,,-2,,-2
910,,-2,,-2,,-2,,-2
911, donot know//best guess//none ,1, donot know//best guess/ none ,1, donot know//best guess/ no ,1, donot know//best guess/ none ,1
912, //dont know//I have heard of her but I do not know what she do// ,1, //I forgot what Dick Cheney do too//quess//i just saw him on television last night//i forgot ,1," //never heard of him//best quess// no, never heard of him ",1, //I have not heard of him//best quess//no quess// ,1
913, don't know//best guess//don't know ,1, vp ,5, donot know ,5, donot know ,5
914, //don't know//don't know ,1, vp ,5, //dont' know//someone who works in bush administration// ,1, don't know//aid to bush ,1
915, //don't know// ,1, don't know/// ,1, donot know// ,1, don't know//senator// ,1
916, //don't know//best quess// don't know ,1, do not know//best quess// do not know ,1, donot know// best guess// dont know ,1, //dont know // best quess// donot know ,1
917, don't know//best quess//do not know at all ,1, do not know at all//best guess//no best guess ,1, do not know at all//best guess//do not know ,1, do not know//best guess// do not know at all ,1
918, //la education director ,1, vp//the united states ,1, director of federal affairs ,5, //dont' know//FBI director ,1
919, //do not know//I have not idea// I have no idea// ,1, vp ,5, //I do not know//quess//sec of state// I have no idea//that is all ,1, //I say treasury// ,1
920, no idea ,5, no idea ,5, no not know ,5, never heard of him ,5
921, donotknow//best guess//no ,1, can't think of it//best guess//rep or senate ,1, donot know//best guess/do not know ,1, donot know//best guess//donot know ,1
922, donot know//senator ,1, vice president ,5, donot know//best guess//donotknow ,1, donot know//best quess//congressman ,1
923, donot know//best guess//news reporter ,1, vice president ,5, donot know//best guess//donot know ,1, news reporter   ,5
924, gov of alaska ,5, no sure//best guess//no ,1, no sure ,5, no sure ,5
925, donot know//best guess/finance ,1, donot know//best guess//finance   ,1, donot know//best guess//someone dealing with the war ,1, donot know//best guess//equal opportunity ,1
926, //no idea//best quess//I have no idea// ,1, vp ,5, //no idea// best quess//no idea ,1, //no idea about John//best quess//no idea ,5
927, speaker of the house ,5, vice president ,5, //best quess//i dont know// ,1, //I know what he does but I cant recall//best quess//dont' know// ,5
928,,-2,,-2,,-2,,-2
929, donot know//guess// do not know ,1, donot know//best guess// do not know ,1, donot know//donot know ,1, donot know//best guess//do not know ,1
930, donot know//best guess/really do not know ,1, donot know ,5,  donot know//best guess//donot know ,1, donot know//best guess//donot know ,1
931, //don't know//best quess//someone who is very important ,1, //republician//dont know what he does// ,1, //do not know//best quess// someone who is important ,1, //don't know//best quess// someone who is in congress ,1
932, donot know//don't know ,5, dont know//donot know ,1, donot know//donot know ,1, donot know//donotknow ,1
933,,-2,,-2,,-2,,-2
934, <RF> ,5, <RF> ,5, <RF> ,5, <RF> ,5
935, speaker of the house ,1, vice president ,5, <RF> ,5, <RF> ,5
936, speaker of the house ,5, vice president ,5, <RF> ,5, press secretary ,5
937, speaker of the house ,5, vice president ,5, run financial advisor ,5, <RF> ,5
938,,-2,,-2,,-2,,-2
939, speaker of the house ,5, vice president  ,5, dont no him ,5, cheif justice of the supreme courts ,5
940, <RF> ,5, vice president ,5, <RF> ,5, <RF> ,5
941, house speaker ,5, vice president ,5, <RF> ,5, <RF> ,5
942,,-2,,-2,,-2,,-2
943, dont no her ,5, vice president  ,1, dont no him ,5, dont no him ,5
944, congress ,1, vice president  ,1, prime minister ,1, dont no ,1
945, speaker of house ,5, vice president ,5, <RF> ,5, <RF> ,5
946, <RF> ,5, vice president ,5, <RF> ,5, <RF> ,5
947, dont no herr ,1, vice president  ,1, dont no him ,5, dont no him ,5
948, speaker of the house ,5, vice president ,5, <RF> ,5, <RF> ,5
949, speaker of the house ,5, vice president ,5, <RF> ,5, <RF> ,5
950, speaker of the house. choice of democrates ,5, vice president ,5, <RF> ,5, <RF> ,5
951, <RF> ,5, <RF> ,5, <RF> ,5, cbs news ,5
952, ,5, <RF> ,5, <RF> ,5, <RF> ,5
953, <RF> ,5, <RF> ,5, <RF> ,5, <RF> ,5
954," speaker of the house, sister of the devil ",1, vice president ,5, <RF> ,5, <RF> ,5
955, speaker of the house ,1, vice president ,5, <RF> ,5, <RF> ,5
956, <RF> ,5, VICE PRESIDENT ,5, <RF> ,5, <RF> ,5
