rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
340,222301,9/12/2010 2:38,Complete,,,,,,Costa Rica,,8,,,,,FY936808,,I agree to participate,FY936808,,47,,,end,,,photo,,,,no idea,congresswoman,no idea,,,,no idea,Prime Minister,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,3,7,3,4,2,5,,Slightly liberal,,,,, Other ,"Economist, online",,,,,Other,,International News,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,4,3,Democrat,,,Not very strong,,70,30,85,70,70,60,60,open,,,Soviet Union,cervical cancer,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,20%,10%,35%,Branch A,Increased,Decreased,Remained the Same,,,,,6,90,2,0,2,Don't Know,,9,1,6,5,4,2,3,3,2,4,5
339,222297,9/12/2010 1:28,Complete,,,,,,United States,,CA,,,,,FY904294,,I agree to participate,FY904294,,13,,,start,0,9,photo,,,,senate majority leader,don't know ,president's chief of stgaff,,,,us senator,arizona giverrnor,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,4,7,1,1,4,7,,Slightly conservative,,NY Times,,, Other , union  trib san diego,CBS,,,NBC,Other,ABC,,,,CSPAN,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,5,5,Republican,,Not very strong,,,85,70,40,85,85,85,15,closed,Couldn't say,Breast Cancer,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,37%,29%,10%,Branch B,,,,Increased,Remained the Same,Increased,Increased,8,10,10,10,10,Republicans,,,,4,3,6,4,3,6,2,5,6
338,222284,9/12/2010 0:33,Complete,,,,,,United States,,CA,,,,,FY993818,,I agree to participate,FY993818,,23,,,start,10,0,nonphoto,Speaker of House,French President,part of Obama's cabinet,,,,,Health,Senator,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,4,7,4,6,1,6,,Very liberal,,,,, Other ,L.A. Times,,,PBS,NBC,,,,,,,,,CNN,,NPR,,, Others ,KNX,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,6,A little,2,4,Democrat,,,Strong,,80,40,95,95,95,90,50,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,7,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,Couldn't say,Couldn't say,,,,,,,,,35%,8%,40%,Branch B,,,,Increased,Decreased,Increased,Remained the Same,8,10,10,10,6,Democrats,,,,1,7,3,5,2,2,2,2,7
337,222275,9/12/2010 0:44,Complete,,,,,,United States,,WA,,,,,FY998255,,I agree to participate,FY998255,,43,,,end,,,nonphoto,Speake of the House,Writer,Head Homeland Security,,,,,German Chancelor,Minority Leader House,,,,,,,percent,,,10,,,,,0,0,0,0,1,7,3,4,2,4,,Liberal,,NY Times,,, Other ,"Seattle times, Newsweek",,,,NBC,,,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,,,,7,A lot,4,3,Democrat,,,Strong,,50,15,75,50,50,50,30,open,,,Russia,Heart,Deny aid to known illegal immigrants,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,George W. Bush,,,0,0,0,0,0,0,7,0,35%,8%,20%,Branch A,Remained the Same,Decreased,Increased,,,,,9,10,9,10,10,Don't Know,,7,2,4,4,4,2,2,3,2,4,5
335,222256,9/11/2010 23:18,Complete,,,,,,United States,,WA,,,,,FY980241,,I agree to participate,FY980241,,18,,,end,,,photo,,,,,,,,,,US something based on flag-govt person,German chancellor,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,7,3,5,2,4,,Slightly liberal,Wall Street Journal,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,Not at all,3,5,Democrat,,,Strong,,60,30,70,60,60,60,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,25%,15%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,5,10,10,3,10,Republicans,,5,0,5,5,6,3,3,2,2,3,7
334,222172,9/11/2010 19:56,Complete,,,,,,United States,,CA,,,,,FY974946,,I agree to participate,FY974946,,46,,,start,3,2,nonphoto,US senator Nevada,French prime minister,Homeland security,,,,,German chancelor,minority whip,,,,,,,percent,,,2,5,5,0,,0,10,0,0,7,7,1,4,1,7,,Moderate,Wall Street Journal,NY Times,,, Other ,"oc register, la times",CBS,,PBS,NBC,,ABC,,,MSNBC,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A lot,4,5,Independent,,,,Closer to Democratic Party,30,30,60,60,40,50,30,open,,,japan,cancer,Deny aid to known illegal immigrants,3,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,George H. Bush,,,0,5,10,8,8,0,10,5,50%,10%,30%,Branch A,Increased,Decreased,Increased,,,,,7,8,1,5,5,Democrats,,,,2,7,7,3,2,4,2,3,6
333,222171,9/11/2010 20:04,Complete,,,,,,Venezuela,,25,,,,,FY972321,,I agree to participate,FY972321,,31,,,start,5,0,photo,,,,,,French President Sarkozy,,,,No idea,German Chancellor Angela Merckel,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,3,6,2,6,4,6,,Moderate,Wall Street Journal,,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,0,,3,8,Independent,,,,Equally close to both,85,50,60,85,85,85,60,open,,,Gernany,Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",8,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,45%,10%,10%,Branch B,,,,Decreased,Decreased,Increased,Increased,7,10,0,1,9,Republicans,,,,4,6,6,5,3,3,5,4,6
332,222141,9/11/2010 18:52,Complete,,,,,,France,,A8,,,,,FY923829,,I agree to participate,FY923829,,15,,,start,9,0,nonphoto,senator,president france,,,,,,chancelor germany,senator,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,2,5,2,4,,Liberal,,,,, Other ,"BBC, Huffington Post",,,,,Other,,BBC,,,,BBC,,,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,0,5,Democrat,,,Strong,,50,40,60,50,50,50,50,closed,[Erstwhile] Soviet Union,Don't Know,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Don't Know,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,20%,15%,20%,Branch A,Increased,Decreased,Increased,,,,,6,0,10,0,0,Democrats,,,,2,5,7,2,4,1,1,3,5
331,222139,9/11/2010 19:01,Complete,,,,,,United States,,,,,,,FY989891,,I agree to participate,FY989891,,84,,,start,7,0,nonphoto,Newsman,President of France,Director of Homeland Security,,,,,Head of Germany,Senator,,,,,,,percent,,,5,,,,,,1,,,1,6,2,7,1,6,,Liberal,,,,,,,CBS,,,NBC,,,,,MSNBC,,,,CNN,,NPR,,,,,,,,,,7,A lot,1,4,Democrat,,,Not very strong,,100,40,70,100,100,100,40,closed,Couldn't say,Heart Disease,,,Deny aid to known illegal immigrants,2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Jimmy Carter,,,0,0,5,0,5,0,10,10,28%,10%,5%,Branch A,Increased,Decreased,Increased,,,,,8,10,10,9,2,Democrats,,,,2,6,2,2,2,2,1,3,6
330,222113,9/11/2010 18:35,Complete,,,,,,United States,,CA,,,,,FY922997,,I agree to participate,FY922997,,42,,,start,5,10,photo,,,,,,radio/TV  commentator,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,,10,,,5,7,2,1,3,5,,Moderate,,NY Times,,, Other ,SF Chronicle,,,,,Other,,don't watch television,,,,, Others ,,don't watch television,NPR,,, Others ,KKHI,,,,Other,none,0,Not at all,6,7,Independent,,,,Closer to Democratic Party,75,75,80,80,75,80,30,closed,Couldn't say,Heart Disease,,,Deny aid to known illegal immigrants,4,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Don't Know,,,3,0,5,0,3,0,6,6,33%,20%,40%,Branch B,,,,Increased,Decreased,Increased,Increased,3,10,0,2,10,Republicans,,,,4,5,5,3,2,4,2,5,4
283,220302,9/10/2010 11:53,Complete,,,,,,Germany,,13,,,,,id802918,,I agree to participate,id802918,,14,,,start,10,1,photo,,,,News Caster,,Prseident of France,,,,,Chancellor of Germany,,,,Don't Know,regular,Robert Gates,Couldn't Say,,,,,,,,,,1,7,2,4,1,4,,Very liberal,,NY Times,,USA Today,,,,,PBS,NBC,,,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,,,,7,A lot,1,4,Democrat,,,Strong,,60,0,85,60,60,60,60,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",9,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,33%,10%,15%,Branch A,Decreased,Remained the Same,Increased,,,,,8,10,10,8,8,Democrats,,,,5,3,7,6,6,2,2,2,6
284,220303,9/10/2010 11:58,Complete,,,,,,United States,,DC,,,,,FY921735,,I agree to participate,FY921735,,385,,,start,7,2,nonphoto,Nevada senator and minority leader,president of France,Dept of Homeland Security chief; former AZ governor,,,,,German chancellor,House majority leader?,,,,,,,percent,,,8,,,,,,5,,,3,7,1,5,1,6,,Slightly liberal,Wall Street Journal,NY Times,Washington Post,, Other ,Telegraph (UK),,,,,,,,Fox News,MSNBC,,BBC,,CNN,,NPR,,, Others ,WTOP in Washington DC (general news station),Huffington Post,Drudge Report,,,,0,Not at all,5,1,Other,disaffected and alienated Republican,,,,85,15,40,85,85,100,60,closed,Germany,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,9,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,,,1,6,4,3,0,7,7,0,40%,5%,30%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,5,1,8,Don't Know,,,,3,3,5,4,5,2,2,3,6
285,220371,9/10/2010 12:42,Complete,,,,,,United States,,ME,,,,,FY912395,,I agree to participate,FY912395,,28,,,start,3,8,nonphoto,US Senate Majority Leader,President of France,"Secretary, DHS",,,,,"Chancellor, Germany","US Senator, GOP-KY",,,,,,,percent,,,10,,,,,,10,,,7,7,1,4,3,5,,Conservative,Wall Street Journal,NY Times,,,,,,,,,,,,,,,,,CNN,,,,,,,,,,,,0,A moderate amount,2,9,Republican,,Strong,,,50,60,40,50,40,70,20,closed,[Erstwhile] Soviet Union,Don't Know,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,,,0,2,0,0,2,0,2,7,20%,5%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,9,0,8,8,8,Republicans,,,,3,3,7,6,1,4,4,4,4
287,220434,9/10/2010 13:18,Complete,,,,,,Austria,,2,,,,,FY962733,,I agree to participate,FY962733,,37,,,start, dk, dk,photo,,,,,,minister president of France,,,,,Bundeskanzlerin Germany,,,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,1,7,2,5,1,3,,Liberal,,,,, Other ,"Die Zeit, Der Standard (international papers)",,,,,,,,,,,,,CNN,,,,, Others ,Austrian national radio,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,ORF,0,,2,4,Other,Green,,,,50,15,70,50,50,50,50,open,,,Russia?,illness in old age?,Don’t Know,,Couldn’t Say,,Don't Know,,,5,7,7,3,0,0,5,5,,3%,,Branch A,Don't Know,Decreased,Increased,,,,,8,0,0,0,10,Don't Know,,,,2,4,5,4,5,2,1,1,7
288,220440,9/10/2010 13:25,Complete,,,,,,United Kingdom,,N5,,,,,FY983801,,I agree to participate,FY983801,,301,,,start,10, dk,nonphoto,,prime minister of France,,,,,,Germany,,,,,,Don't Know,,percent,,,0,0,0,0,,0,0,0,0,2,6,3,5,2,4,,Slightly liberal,,NY Times,,, Other ,Guardian,,,,,Other,,BBC,,,,BBC,,,,NPR,,, Others ,BBC,,,,Other,BBC,0,A little,7,7,Democrat,,,Strong,,100,30,85,100,100,100,60,open,,,France,cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",0,Couldn’t Say,,Don't Know,,,0,2,6,5,5,0,6,5,40%,2%,20%,Branch B,,,,Remained the Same,Increased,Increased,Remained the Same,7,0,0,6,10,Don't Know,,,,5,2,5,5,1,2,2,3,6
289,220533,9/10/2010 14:21,Complete,,,,,,Honduras,,8,,,,,FY983265,,I agree to participate,FY983265,,37,,,end,,,nonphoto,US Senator from Nevada,President of France,Security Advisor,,,,,German Chancellor (head of state),,,,,,Don't Know,,percent,,,9,,,,,,2,,,4,6,3,2,3,4,,Moderate,,,,, Other ,San Francisco Chronicle,,,,,Other,,Honduran stations,,,,,,CNN,,,,, Others ,BBC Radio 5-live,,,,Other,Rueters7,7,A great deal,7,4,Independent,,,,Equally close to both,85,50,50,85,85,85,50,open,,,Russia,Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Don't Know,,,1,1,1,1,1,1,5,5,25%,5%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,8,0,0,8,10,Other,economic factors not party,7,7,2,3,6,6,2,2,2,2,6
290,220546,9/10/2010 14:03,Complete,,,,,,United States,,CA,,,,,FY940510,,I agree to participate,FY940510,,36,,,start,10,0,nonphoto,"Majority Leader, U.S. Senate",President of France,"Secretary, Department of Homeland Security",,,,,President or Prime Minister of Germany,"Minority Leader, U.S. Senate",,,,,,,percent,,,10,,,,,,10,,,1,7,3,7,2,7,,Slightly liberal,,NY Times,Washington Post,, Other ,"Time Magazine, Economist, Washington Monthly",,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,6,A great deal,7,7,Democrat,,,Strong,,90,15,90,90,90,100,60,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,,,0,0,9,0,7,0,0,10,24%,7%,9%,Branch B,,,,Increased,Decreased,Increased,Increased,10,10,10,6,10,Democrats,,,,3,2,3,5,4,4,2,4,6
298,220815,9/10/2010 17:34,Complete,,,,,,United States,,OR,,,,,FY952914,,I agree to participate,FY952914,,28,,,end,,,nonphoto,Senate Majority Leader,President of France,Cabinet Secretary--HHS,,,,,President of Germany,Senate Minority Leader,,,,,,,percent,,,8,2,2,0,,0,10,0,0,2,6,2,6,2,6,,Slightly liberal,Wall Street Journal,NY Times,,USA Today, Other ,local/regional newspapers,,,,,Other,,no TV,,,,, Others ,,no TV,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,7,7,Independent,,,,Equally close to both,70,25,30,70,70,70,68,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,9,Couldn’t Say,,Bill Clinton,,,0,0,5,0,0,0,10,8,25%,1%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,9,10,6,7,7,Don't Know,,8,1,5,3,4,5,5,3,3,2,6
299,220911,9/10/2010 17:39,Complete,,,,,,United States,,NY,,,,,FY936415,,I agree to participate,FY936415,,33,,,end,,,photo,,,,Senate Majority leader,Head-Homeland Security,,,,,,,,Chancellor of Germany,,Don't Know,percent,,,10,0,0,0,,0,10,0,0,4,7,1,5,1,6,,Moderate,,NY Times,,,,,CBS,,PBS,NBC,,ABC,,,MSNBC,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A great deal,4,5,Democrat,,,Not very strong,,75,30,70,70,60,70,40,closed,Couldn't say,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,,,0,0,7,6,0,0,7,5,35%,10%,40%,Branch B,,,,Decreased,Decreased,Increased,Increased,10,10,10,9,10,Don't Know,,4,3,1,7,4,4,4,2,,4,4
300,220956,9/10/2010 17:54,Complete,,,,,,United States,,MA,,,,,FY975326,,I agree to participate,FY975326,,19,,,end,,,nonphoto,Head of Senate,President of France,Head of homeland security,,,,,seeking office,head republican in Senate,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,7,5,1,4,2,6,,Slightly conservative,Wall Street Journal,,,,,,,,,,,,,,,,,,,,NPR,Rush Limbaugh,,,,,Drudge Report,,Other,"National Review, Realclear politics, politico, American thinker, Weekly standard",0,,6,2,Republican,,Strong,,,50,60,15,50,40,50,20,open,,,Russia,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Cuts benefits to existing Medicare patients,,,,,,,,,20%,20%,20%,Branch A,Decreased,Remained the Same,Increased,,,,,7,10,8,10,7,Other,tea party,0,10,5,3,2,2,2,2,4,6,6
301,221016,9/10/2010 18:55,Complete,,,,,,United States,,CA,,,,,FY922941,,I agree to participate,FY922941,,18,,,start,3, dk,nonphoto,didn't know (had to look it up),president of france,don't know,,,,,chancellor of germany,don't know,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,3,3,1,6,2,I haven't thought much about this,,Conservative,,NY Times,Washington Post,USA Today, Other ,time magazine,,,,,,,,Fox News,,,,,CNN,,NPR,,,,,,,,,,0,A moderate amount,0,3,Republican,,Not very strong,,,65,70,60,75,65,85,48,closed,Couldn't say,Heart Disease,,,Deny aid to known illegal immigrants,2,Can  ask anyone they suspect of being an illegal immigrant for their papers,1,Ronald Reagan,Couldn't say,Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,33%,23%,18%,Branch B,,,,Increased,Remained the Same,Remained the Same,Increased,1,7,1,2,0,Other,independents,,,3,5,7,5,6,5,2,2,6
302,221115,9/10/2010 19:50,Complete,,,,,,United States,,WA,,,,,FY916205,,I agree to participate,FY916205,,18,,,end,,,photo,,,,Harry Reid,Janet Napoletano,,,,,,President of Germany,,,,Don't Know,regular,Robert Gates,Couldn't Say,,,,,,,,,,1,7,3,7,2,3,,Liberal,,,Washington Post,, Other ,Seattle Times,,,PBS,NBC,,,,,MSNBC,,,,,,NPR,,,,,,,,,,7,A great deal,4,3,Democrat,,,Strong,,85,15,85,70,85,85,70,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,28%,2%,2%,Branch A,Increased,Decreased,Increased,,,,,8,10,10,10,7,Democrats,,10,0,2,5,4,3,1,3,3,3,6
303,221129,9/10/2010 20:19,Complete,,,,,,United States,,CA,,,,,FY942657,,I agree to participate,FY942657,,20,,,end,,,nonphoto,Senator,President of France,Cabinet Member,,,,,CEO of something,?,,,,,,,percent,,,5,3,5,5,,4,7,5,5,1,6,2,6,2,4,,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,1,1,Democrat,,,Not very strong,,85,15,60,40,70,60,60,closed,Poland,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,3,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Don't Know,,,0,0,5,6,0,0,6,3,20%,1%,20%,Branch A,Don't Know,Decreased,Increased,,,,,6,8,2,2,1,Democrats,,7,0,2,7,5,5,6,3,2,2,6
